Using cpu device
Logging to C:\Users\hntran\OneDrive - University of Tasmania\Documents\PhD\asv-path-replanning\asv-lidar\static_dynamic_obstacles\runs\tensorboard\ppo_formulation_seed0_v4_1
[CURRICULUM] t=0 -> scenario stage 1
---------------------------------
| rollout/           |          |
| time/                   |             |
|    fps                  | 138         |
|    iterations           | 12          |
|    time_elapsed         | 443         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.011068584 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 0.803       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.134       |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0101     |
|    std                  | 0.942       |
|    value_loss           | 0.264       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 61.8       |
|    ep_rew_mean          | 100        |
| time/                   |            |
|    fps                  | 133        |
|    iterations           | 13         |
|    time_elapsed         | 498        |
|    total_timesteps      | 66560      |
| train/                  |            |
|    approx_kl            | 0.00878628 |
|    clip_fraction        | 0.0859     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.72      |
|    explained_variance   | 0.878      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0209     |
|    n_updates            | 120        |
|    policy_gradient_loss | -0.00995   |
|    std                  | 0.941      |
|    value_loss           | 0.12       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.3        |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 130         |
|    iterations           | 14          |
|    time_elapsed         | 551         |
|    total_timesteps      | 71680       |
| train/                  |             |
|    approx_kl            | 0.007386358 |
|    clip_fraction        | 0.114       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 0.933       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.01       |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.0094     |
|    std                  | 0.936       |
|    value_loss           | 0.0263      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.8        |
|    ep_rew_mean          | 106         |
| time/                   |             |
|    fps                  | 126         |
|    iterations           | 15          |
|    time_elapsed         | 605         |
|    total_timesteps      | 76800       |
| train/                  |             |
|    approx_kl            | 0.008036304 |
|    clip_fraction        | 0.0934      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | 0.97        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00101     |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00908    |
|    std                  | 0.929       |
|    value_loss           | 0.0205      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61          |
|    ep_rew_mean          | 96.6        |
| time/                   |             |
|    fps                  | 123         |
|    iterations           | 16          |
|    time_elapsed         | 660         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.008675232 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | 0.932       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00842     |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00533    |
|    std                  | 0.933       |
|    value_loss           | 0.0322      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 60.4         |
|    ep_rew_mean          | 101          |
| time/                   |              |
|    fps                  | 122          |
|    iterations           | 17           |
|    time_elapsed         | 713          |
|    total_timesteps      | 87040        |
| train/                  |              |
|    approx_kl            | 0.0076405904 |
|    clip_fraction        | 0.105        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.7         |
|    explained_variance   | 0.863        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.115        |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00658     |
|    std                  | 0.934        |
|    value_loss           | 0.101        |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 60.1       |
|    ep_rew_mean          | 109        |
| time/                   |            |
|    fps                  | 120        |
|    iterations           | 18         |
|    time_elapsed         | 763        |
|    total_timesteps      | 92160      |
| train/                  |            |
|    approx_kl            | 0.01088503 |
|    clip_fraction        | 0.0936     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.69      |
|    explained_variance   | 0.91       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00753    |
|    n_updates            | 170        |
|    policy_gradient_loss | -0.00959   |
|    std                  | 0.924      |
|    value_loss           | 0.0531     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.9        |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 119         |
|    iterations           | 19          |
|    time_elapsed         | 815         |
|    total_timesteps      | 97280       |
| train/                  |             |
|    approx_kl            | 0.009193762 |
|    clip_fraction        | 0.0966      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | 0.879       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0111     |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0112     |
|    std                  | 0.915       |
|    value_loss           | 0.0883      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.1        |
|    ep_rew_mean          | 111         |
| time/                   |             |
|    fps                  | 118         |
|    iterations           | 20          |
|    time_elapsed         | 867         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.006446092 |
|    clip_fraction        | 0.122       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0121     |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00981    |
|    std                  | 0.91        |
|    value_loss           | 0.0159      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.8        |
|    ep_rew_mean          | 103         |
| time/                   |             |
|    fps                  | 115         |
|    iterations           | 21          |
|    time_elapsed         | 929         |
|    total_timesteps      | 107520      |
| train/                  |             |
|    approx_kl            | 0.008415785 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.98        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0124     |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0118     |
|    std                  | 0.904       |
|    value_loss           | 0.0161      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.5        |
|    ep_rew_mean          | 113         |
| time/                   |             |
|    fps                  | 113         |
|    iterations           | 22          |
|    time_elapsed         | 992         |
|    total_timesteps      | 112640      |
| train/                  |             |
|    approx_kl            | 0.011669779 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.63       |
|    explained_variance   | 0.937       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00427    |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0121     |
|    std                  | 0.899       |
|    value_loss           | 0.0602      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.3        |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 23          |
|    time_elapsed         | 1060        |
|    total_timesteps      | 117760      |
| train/                  |             |
|    approx_kl            | 0.015349997 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00437    |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0122     |
|    std                  | 0.892       |
|    value_loss           | 0.0176      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.6        |
|    ep_rew_mean          | 122         |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 24          |
|    time_elapsed         | 1136        |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.008605637 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.59       |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0116     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0114     |
|    std                  | 0.878       |
|    value_loss           | 0.0159      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.1        |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 105         |
|    iterations           | 25          |
|    time_elapsed         | 1210        |
|    total_timesteps      | 128000      |
| train/                  |             |
|    approx_kl            | 0.012073473 |
|    clip_fraction        | 0.16        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.014      |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.01       |
|    std                  | 0.872       |
|    value_loss           | 0.0143      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.5        |
|    ep_rew_mean          | 117         |
| time/                   |             |
|    fps                  | 104         |
|    iterations           | 26          |
|    time_elapsed         | 1270        |
|    total_timesteps      | 133120      |
| train/                  |             |
|    approx_kl            | 0.007736556 |
|    clip_fraction        | 0.168       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.55       |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0149     |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00683    |
|    std                  | 0.864       |
|    value_loss           | 0.0166      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 61           |
|    ep_rew_mean          | 120          |
| time/                   |              |
|    fps                  | 104          |
|    iterations           | 27           |
|    time_elapsed         | 1326         |
|    total_timesteps      | 138240       |
| train/                  |              |
|    approx_kl            | 0.0105870245 |
|    clip_fraction        | 0.148        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.54        |
|    explained_variance   | 0.986        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0161      |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.0109      |
|    std                  | 0.86         |
|    value_loss           | 0.0153       |
------------------------------------------
Early stopping at step 9 due to reaching max kl: 0.05
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59          |
|    ep_rew_mean          | 111         |
| time/                   |             |
|    fps                  | 103         |
|    iterations           | 28          |
|    time_elapsed         | 1388        |
|    total_timesteps      | 143360      |
| train/                  |             |
|    approx_kl            | 0.038692877 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.53       |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0259      |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.0113     |
|    std                  | 0.856       |
|    value_loss           | 0.0152      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.1        |
|    ep_rew_mean          | 106         |
| time/                   |             |
|    fps                  | 101         |
|    iterations           | 29          |
|    time_elapsed         | 1462        |
|    total_timesteps      | 148480      |
| train/                  |             |
|    approx_kl            | 0.014673081 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.52       |
|    explained_variance   | 0.891       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00168    |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00501    |
|    std                  | 0.85        |
|    value_loss           | 0.0391      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.4        |
|    ep_rew_mean          | 110         |
| time/                   |             |
|    fps                  | 100         |
|    iterations           | 30          |
|    time_elapsed         | 1534        |
|    total_timesteps      | 153600      |
| train/                  |             |
|    approx_kl            | 0.012425633 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.51       |
|    explained_variance   | 0.928       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00177    |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.0112     |
|    std                  | 0.843       |
|    value_loss           | 0.0688      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59          |
|    ep_rew_mean          | 110         |
| time/                   |             |
|    fps                  | 98          |
|    iterations           | 31          |
|    time_elapsed         | 1607        |
|    total_timesteps      | 158720      |
| train/                  |             |
|    approx_kl            | 0.021991817 |
|    clip_fraction        | 0.206       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.49       |
|    explained_variance   | 0.947       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00219    |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0101     |
|    std                  | 0.837       |
|    value_loss           | 0.0341      |
-----------------------------------------
[CURRICULUM] t=160,000 -> scenario stage 2
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54          |
|    ep_rew_mean          | 20.1        |
| time/                   |             |
|    fps                  | 97          |
|    iterations           | 32          |
|    time_elapsed         | 1673        |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.013832276 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.48       |
|    explained_variance   | 0.866       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00664     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00916    |
|    std                  | 0.834       |
|    value_loss           | 0.135       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.6        |
|    ep_rew_mean          | -28.7       |
| time/                   |             |
|    fps                  | 97          |
|    iterations           | 33          |
|    time_elapsed         | 1728        |
|    total_timesteps      | 168960      |
| train/                  |             |
|    approx_kl            | 0.012631275 |
|    clip_fraction        | 0.121       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.48       |
|    explained_variance   | 0.58        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.333       |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.0121     |
|    std                  | 0.836       |
|    value_loss           | 1.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.4        |
|    ep_rew_mean          | -27.2       |
| time/                   |             |
|    fps                  | 97          |
|    iterations           | 34          |
|    time_elapsed         | 1791        |
|    total_timesteps      | 174080      |
| train/                  |             |
|    approx_kl            | 0.011233374 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.48       |
|    explained_variance   | 0.791       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.36        |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0115     |
|    std                  | 0.838       |
|    value_loss           | 1.08        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.7        |
|    ep_rew_mean          | -60         |
| time/                   |             |
|    fps                  | 96          |
|    iterations           | 35          |
|    time_elapsed         | 1853        |
|    total_timesteps      | 179200      |
| train/                  |             |
|    approx_kl            | 0.009700476 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.48       |
|    explained_variance   | 0.856       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.243       |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.0117     |
|    std                  | 0.837       |
|    value_loss           | 0.887       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54.2        |
|    ep_rew_mean          | -34.5       |
| time/                   |             |
|    fps                  | 96          |
|    iterations           | 36          |
|    time_elapsed         | 1913        |
|    total_timesteps      | 184320      |
| train/                  |             |
|    approx_kl            | 0.010798954 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.48       |
|    explained_variance   | 0.808       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.524       |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.00998    |
|    std                  | 0.836       |
|    value_loss           | 1.35        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.6        |
|    ep_rew_mean          | 1.58        |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 37          |
|    time_elapsed         | 1976        |
|    total_timesteps      | 189440      |
| train/                  |             |
|    approx_kl            | 0.009906372 |
|    clip_fraction        | 0.111       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.48       |
|    explained_variance   | 0.84        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.381       |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.0109     |
|    std                  | 0.835       |
|    value_loss           | 1.02        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.3        |
|    ep_rew_mean          | -35         |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 38          |
|    time_elapsed         | 2039        |
|    total_timesteps      | 194560      |
| train/                  |             |
|    approx_kl            | 0.008420983 |
|    clip_fraction        | 0.0894      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.48       |
|    explained_variance   | 0.877       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.237       |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.0121     |
|    std                  | 0.834       |
|    value_loss           | 0.595       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 54.2         |
|    ep_rew_mean          | -8.85        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 39           |
|    time_elapsed         | 2107         |
|    total_timesteps      | 199680       |
| train/                  |              |
|    approx_kl            | 0.0118547175 |
|    clip_fraction        | 0.119        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.47        |
|    explained_variance   | 0.863        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.329        |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.0152      |
|    std                  | 0.834        |
|    value_loss           | 0.791        |
------------------------------------------
[EVAL] t=200,000 goal 0.60 collision 0.40 timeout 0.00 return -117.4 colregs -26.6 (197.9 s)
----------------------------------------------
| eval/                        |             |
|    being_overtaken/collision | 0.75        |
|    being_overtaken/colregs   | -48.8       |
|    being_overtaken/goal      | 0.25        |
|    collision_boundary        | 0.192       |
|    collision_obstacle        | 0.0167      |
|    collision_rate            | 0.4         |
|    collision_target          | 0.192       |
|    crossing/collision        | 0.85        |
|    crossing/colregs          | -39.9       |
|    crossing/goal             | 0.15        |
|    episodes                  | 120         |
|    estops_per_episode        | 0.0583      |
|    eval_wall_s               | 198         |
|    goal_rate                 | 0.6         |
|    head_on/collision         | 0.25        |
|    head_on/colregs           | -34.1       |
|    head_on/goal              | 0.75        |
|    mean_colregs_integral     | -26.6       |
|    mean_return               | -117        |
|    no_target/collision       | 0.05        |
|    no_target/colregs         | 0           |
|    no_target/goal            | 0.95        |
|    null/collision            | 0.3         |
|    null/colregs              | -9.52       |
|    null/goal                 | 0.7         |
|    overtaking/collision      | 0.2         |
|    overtaking/colregs        | -27.2       |
|    overtaking/goal           | 0.8         |
|    timeout_rate              | 0           |
|    timesteps                 | 200000      |
| rollout/                     |             |
|    ep_len_mean               | 54.2        |
|    ep_rew_mean               | -21.4       |
| time/                        |             |
|    fps                       | 86          |
|    iterations                | 40          |
|    time_elapsed              | 2367        |
|    total_timesteps           | 204800      |
| train/                       |             |
|    approx_kl                 | 0.010204721 |
|    clip_fraction             | 0.106       |
|    clip_range                | 0.2         |
|    entropy_loss              | -2.47       |
|    explained_variance        | 0.854       |
|    learning_rate             | 0.0003      |
|    loss                      | 0.19        |
|    n_updates                 | 390         |
|    policy_gradient_loss      | -0.0119     |
|    std                       | 0.834       |
|    value_loss                | 0.698       |
----------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.8        |
|    ep_rew_mean          | 9.62        |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 41          |
|    time_elapsed         | 2431        |
|    total_timesteps      | 209920      |
| train/                  |             |
|    approx_kl            | 0.014957617 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.47       |
|    explained_variance   | 0.858       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.382       |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.0098     |
|    std                  | 0.831       |
|    value_loss           | 0.77        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.4        |
|    ep_rew_mean          | -6.45       |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 42          |
|    time_elapsed         | 2489        |
|    total_timesteps      | 215040      |
| train/                  |             |
|    approx_kl            | 0.012810888 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.46       |
|    explained_variance   | 0.886       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.2         |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.013      |
|    std                  | 0.829       |
|    value_loss           | 0.514       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.3        |
|    ep_rew_mean          | 6.08        |
| time/                   |             |
|    fps                  | 86          |
|    iterations           | 43          |
|    time_elapsed         | 2532        |
|    total_timesteps      | 220160      |
| train/                  |             |
|    approx_kl            | 0.011025475 |
