Using cpu device
Logging to C:\Users\hntran\OneDrive - University of Tasmania\Documents\PhD\asv-path-replanning\asv-lidar\static_dynamic_obstacles\runs\tensorboard\ppo_formulation_seed1_v11_1
[CURRICULUM] t=0 -> scenario stage 1
---------------------------------
| rollout/           |          |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.78       |
|    explained_variance   | 0.778       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.369       |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0113     |
|    std                  | 0.973       |
|    value_loss           | 0.755       |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 59.1      |
|    ep_rew_mean          | 27.2      |
| time/                   |           |
|    fps                  | 310       |
|    iterations           | 7         |
|    time_elapsed         | 115       |
|    total_timesteps      | 35840     |
| train/                  |           |
|    approx_kl            | 0.0057734 |
|    clip_fraction        | 0.0616    |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.78     |
|    explained_variance   | 0.733     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.183     |
|    n_updates            | 60        |
|    policy_gradient_loss | -0.0101   |
|    std                  | 0.974     |
|    value_loss           | 0.765     |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.3        |
|    ep_rew_mean          | 38.5        |
| time/                   |             |
|    fps                  | 249         |
|    iterations           | 8           |
|    time_elapsed         | 164         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.006103974 |
|    clip_fraction        | 0.0818      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.78       |
|    explained_variance   | 0.735       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.313       |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0134     |
|    std                  | 0.965       |
|    value_loss           | 0.666       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.7        |
|    ep_rew_mean          | 43          |
| time/                   |             |
|    fps                  | 233         |
|    iterations           | 9           |
|    time_elapsed         | 197         |
|    total_timesteps      | 46080       |
| train/                  |             |
|    approx_kl            | 0.009050196 |
|    clip_fraction        | 0.0886      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.75       |
|    explained_variance   | 0.742       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.155       |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.0122     |
|    std                  | 0.952       |
|    value_loss           | 0.478       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.6        |
|    ep_rew_mean          | 38.6        |
| time/                   |             |
|    fps                  | 228         |
|    iterations           | 10          |
|    time_elapsed         | 224         |
|    total_timesteps      | 51200       |
| train/                  |             |
|    approx_kl            | 0.008138771 |
|    clip_fraction        | 0.0921      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.74       |
|    explained_variance   | 0.688       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.344       |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00929    |
|    std                  | 0.949       |
|    value_loss           | 0.608       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.9        |
|    ep_rew_mean          | 51.8        |
| time/                   |             |
|    fps                  | 231         |
|    iterations           | 11          |
|    time_elapsed         | 243         |
|    total_timesteps      | 56320       |
| train/                  |             |
|    approx_kl            | 0.008912899 |
|    clip_fraction        | 0.0764      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.74       |
|    explained_variance   | 0.706       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.246       |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00998    |
|    std                  | 0.953       |
|    value_loss           | 0.654       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.7        |
|    ep_rew_mean          | 68.3        |
| time/                   |             |
|    fps                  | 234         |
|    iterations           | 12          |
|    time_elapsed         | 261         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.008236628 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.74       |
|    explained_variance   | 0.774       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0582      |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0117     |
|    std                  | 0.947       |
|    value_loss           | 0.413       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.5        |
|    ep_rew_mean          | 97          |
| time/                   |             |
|    fps                  | 229         |
|    iterations           | 13          |
|    time_elapsed         | 289         |
|    total_timesteps      | 66560       |
| train/                  |             |
|    approx_kl            | 0.008939621 |
|    clip_fraction        | 0.0854      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.73       |
|    explained_variance   | 0.743       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.141       |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0104     |
|    std                  | 0.944       |
|    value_loss           | 0.323       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.6        |
|    ep_rew_mean          | 103         |
| time/                   |             |
|    fps                  | 222         |
|    iterations           | 14          |
|    time_elapsed         | 322         |
|    total_timesteps      | 71680       |
| train/                  |             |
|    approx_kl            | 0.012461962 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0172     |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.012      |
|    std                  | 0.913       |
|    value_loss           | 0.033       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.4        |
|    ep_rew_mean          | 104         |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 15          |
|    time_elapsed         | 352         |
|    total_timesteps      | 76800       |
| train/                  |             |
|    approx_kl            | 0.010973481 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.871       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0076     |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.0144     |
|    std                  | 0.905       |
|    value_loss           | 0.0761      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 61.8       |
|    ep_rew_mean          | 96.5       |
| time/                   |            |
|    fps                  | 212        |
|    iterations           | 16         |
|    time_elapsed         | 385        |
|    total_timesteps      | 81920      |
| train/                  |            |
|    approx_kl            | 0.01118728 |
|    clip_fraction        | 0.14       |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.63      |
|    explained_variance   | 0.953      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0149    |
|    n_updates            | 150        |
|    policy_gradient_loss | -0.0157    |
|    std                  | 0.894      |
|    value_loss           | 0.0254     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 58.9       |
|    ep_rew_mean          | 87.9       |
| time/                   |            |
|    fps                  | 208        |
|    iterations           | 17         |
|    time_elapsed         | 417        |
|    total_timesteps      | 87040      |
| train/                  |            |
|    approx_kl            | 0.01890189 |
|    clip_fraction        | 0.152      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.62      |
|    explained_variance   | 0.764      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.122      |
|    n_updates            | 160        |
|    policy_gradient_loss | -0.00787   |
|    std                  | 0.899      |
|    value_loss           | 0.161      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59          |
|    ep_rew_mean          | 103         |
| time/                   |             |
|    fps                  | 205         |
|    iterations           | 18          |
|    time_elapsed         | 448         |
|    total_timesteps      | 92160       |
| train/                  |             |
|    approx_kl            | 0.008152114 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.683       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0243      |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00897    |
|    std                  | 0.897       |
|    value_loss           | 0.277       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.8        |
|    ep_rew_mean          | 99.7        |
| time/                   |             |
|    fps                  | 205         |
|    iterations           | 19          |
|    time_elapsed         | 472         |
|    total_timesteps      | 97280       |
| train/                  |             |
|    approx_kl            | 0.008974142 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.9         |
|    learning_rate        | 0.0003      |
|    loss                 | 0.000121    |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0135     |
|    std                  | 0.898       |
|    value_loss           | 0.0757      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.9        |
|    ep_rew_mean          | 104         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 20          |
|    time_elapsed         | 505         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.015105179 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.817       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0497      |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00753    |
|    std                  | 0.893       |
|    value_loss           | 0.149       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.1        |
|    ep_rew_mean          | 102         |
| time/                   |             |
|    fps                  | 200         |
|    iterations           | 21          |
|    time_elapsed         | 536         |
|    total_timesteps      | 107520      |
| train/                  |             |
|    approx_kl            | 0.013041588 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.61       |
|    explained_variance   | 0.916       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0106     |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0158     |
|    std                  | 0.891       |
|    value_loss           | 0.0679      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.4        |
|    ep_rew_mean          | 107         |
| time/                   |             |
|    fps                  | 197         |
|    iterations           | 22          |
|    time_elapsed         | 569         |
|    total_timesteps      | 112640      |
| train/                  |             |
|    approx_kl            | 0.012747692 |
|    clip_fraction        | 0.122       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | 0.919       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00817    |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0143     |
|    std                  | 0.882       |
|    value_loss           | 0.0888      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.3        |
|    ep_rew_mean          | 94.3        |
| time/                   |             |
|    fps                  | 196         |
|    iterations           | 23          |
|    time_elapsed         | 598         |
|    total_timesteps      | 117760      |
| train/                  |             |
|    approx_kl            | 0.016189191 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | 0.884       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00765     |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00924    |
|    std                  | 0.879       |
|    value_loss           | 0.0539      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.2        |
|    ep_rew_mean          | 107         |
| time/                   |             |
|    fps                  | 194         |
|    iterations           | 24          |
|    time_elapsed         | 631         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.012249807 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | 0.755       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0456      |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0131     |
|    std                  | 0.882       |
|    value_loss           | 0.257       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.5        |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 194         |
|    iterations           | 25          |
|    time_elapsed         | 659         |
|    total_timesteps      | 128000      |
| train/                  |             |
|    approx_kl            | 0.010869319 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | 0.937       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0154     |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.0148     |
|    std                  | 0.865       |
|    value_loss           | 0.0268      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.1        |
|    ep_rew_mean          | 104         |
| time/                   |             |
|    fps                  | 191         |
|    iterations           | 26          |
|    time_elapsed         | 694         |
|    total_timesteps      | 133120      |
| train/                  |             |
|    approx_kl            | 0.010306223 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.53       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0204     |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.0175     |
|    std                  | 0.854       |
|    value_loss           | 0.0215      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.3        |
|    ep_rew_mean          | 99.5        |
| time/                   |             |
|    fps                  | 191         |
|    iterations           | 27          |
|    time_elapsed         | 723         |
|    total_timesteps      | 138240      |
| train/                  |             |
|    approx_kl            | 0.011819891 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.51       |
|    explained_variance   | 0.858       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00753     |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.0144     |
|    std                  | 0.848       |
|    value_loss           | 0.152       |
-----------------------------------------
Early stopping at step 2 due to reaching max kl: 0.06
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.8        |
|    ep_rew_mean          | 108         |
| time/                   |             |
|    fps                  | 190         |
|    iterations           | 28          |
|    time_elapsed         | 752         |
|    total_timesteps      | 143360      |
| train/                  |             |
|    approx_kl            | 0.020262813 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.51       |
|    explained_variance   | 0.813       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0664      |
|    n_updates            | 263         |
|    policy_gradient_loss | 0.00105     |
|    std                  | 0.847       |
|    value_loss           | 0.211       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62          |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 189         |
|    iterations           | 29          |
|    time_elapsed         | 784         |
|    total_timesteps      | 148480      |
| train/                  |             |
|    approx_kl            | 0.011951236 |
|    clip_fraction        | 0.156       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.49       |
|    explained_variance   | 0.948       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0091     |
|    n_updates            | 273         |
|    policy_gradient_loss | -0.0149     |
|    std                  | 0.833       |
|    value_loss           | 0.0306      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.1        |
|    ep_rew_mean          | 116         |
| time/                   |             |
|    fps                  | 187         |
|    iterations           | 30          |
|    time_elapsed         | 817         |
|    total_timesteps      | 153600      |
| train/                  |             |
|    approx_kl            | 0.010455364 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.46       |
|    explained_variance   | 0.829       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0122      |
|    n_updates            | 283         |
|    policy_gradient_loss | -0.00981    |
|    std                  | 0.826       |
|    value_loss           | 0.142       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.7        |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 186         |
|    iterations           | 31          |
|    time_elapsed         | 849         |
|    total_timesteps      | 158720      |
| train/                  |             |
|    approx_kl            | 0.013333688 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.45       |
|    explained_variance   | 0.968       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0111     |
|    n_updates            | 293         |
|    policy_gradient_loss | -0.0161     |
|    std                  | 0.819       |
|    value_loss           | 0.0267      |
-----------------------------------------
[CURRICULUM] t=160,000 -> scenario stage 2
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.1        |
|    ep_rew_mean          | 76.7        |
| time/                   |             |
|    fps                  | 185         |
|    iterations           | 32          |
|    time_elapsed         | 885         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.012254189 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.44       |
|    explained_variance   | 0.93        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.113       |
|    n_updates            | 303         |
|    policy_gradient_loss | -0.00997    |
|    std                  | 0.819       |
|    value_loss           | 0.0894      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 63          |
|    ep_rew_mean          | 84.7        |
| time/                   |             |
|    fps                  | 183         |
|    iterations           | 33          |
|    time_elapsed         | 921         |
|    total_timesteps      | 168960      |
| train/                  |             |
|    approx_kl            | 0.011841402 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.44       |
|    explained_variance   | 0.813       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0479      |
|    n_updates            | 313         |
|    policy_gradient_loss | -0.0147     |
|    std                  | 0.819       |
|    value_loss           | 0.405       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.1        |
|    ep_rew_mean          | 54.7        |
| time/                   |             |
|    fps                  | 182         |
|    iterations           | 34          |
|    time_elapsed         | 954         |
|    total_timesteps      | 174080      |
| train/                  |             |
|    approx_kl            | 0.015459692 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.43       |
|    explained_variance   | 0.91        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00291     |
|    n_updates            | 323         |
|    policy_gradient_loss | -0.0179     |
|    std                  | 0.808       |
|    value_loss           | 0.0922      |
-----------------------------------------
Early stopping at step 0 due to reaching max kl: 0.05
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62          |
|    ep_rew_mean          | 78.2        |
| time/                   |             |
|    fps                  | 181         |
|    iterations           | 35          |
|    time_elapsed         | 985         |
|    total_timesteps      | 179200      |
| train/                  |             |
|    approx_kl            | 0.020829424 |
|    clip_fraction        | 0.233       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.41       |
|    explained_variance   | 0.715       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.264       |
|    n_updates            | 324         |
|    policy_gradient_loss | 0.0108      |
|    std                  | 0.808       |
|    value_loss           | 0.94        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.4        |
|    ep_rew_mean          | 79.9        |
| time/                   |             |
|    fps                  | 181         |
|    iterations           | 36          |
|    time_elapsed         | 1017        |
|    total_timesteps      | 184320      |
| train/                  |             |
|    approx_kl            | 0.016037187 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.4        |
|    explained_variance   | 0.822       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0628      |
|    n_updates            | 334         |
|    policy_gradient_loss | -0.0144     |
|    std                  | 0.803       |
|    value_loss           | 0.225       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.7        |
|    ep_rew_mean          | 60.4        |
| time/                   |             |
|    fps                  | 180         |
|    iterations           | 37          |
|    time_elapsed         | 1052        |
|    total_timesteps      | 189440      |
| train/                  |             |
|    approx_kl            | 0.013487731 |
|    clip_fraction        | 0.182       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.39       |
|    explained_variance   | 0.875       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0436      |
|    n_updates            | 344         |
|    policy_gradient_loss | -0.0151     |
|    std                  | 0.799       |
|    value_loss           | 0.2         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.1        |
|    ep_rew_mean          | 53.9        |
| time/                   |             |
|    fps                  | 179         |
|    iterations           | 38          |
|    time_elapsed         | 1084        |
|    total_timesteps      | 194560      |
| train/                  |             |
|    approx_kl            | 0.017699886 |
|    clip_fraction        | 0.167       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.39       |
|    explained_variance   | 0.777       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.265       |
|    n_updates            | 354         |
|    policy_gradient_loss | -0.0167     |
|    std                  | 0.797       |
|    value_loss           | 0.447       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.3        |
|    ep_rew_mean          | 84.3        |
| time/                   |             |
|    fps                  | 178         |
|    iterations           | 39          |
|    time_elapsed         | 1115        |
|    total_timesteps      | 199680      |
| train/                  |             |
|    approx_kl            | 0.017965093 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.38       |
|    explained_variance   | 0.828       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.101       |
|    n_updates            | 364         |
|    policy_gradient_loss | -0.0161     |
|    std                  | 0.793       |
|    value_loss           | 0.349       |
-----------------------------------------
[EVAL] t=200,000 supervisor off goal 0.73 collision 0.27 timeout 0.00 return -39.8 colregs -30.4 intervention 0.00 (105.0 s)
[EVAL] t=200,000 supervisor on goal 0.73 collision 0.27 timeout 0.00 return -38.0 colregs -29.8 intervention 0.01 (93.1 s)
-------------------------------------------------
| eval_supervisor_off/            |             |
|    being_overtaken/collision    | 0.35        |
|    being_overtaken/colregs      | -34.8       |
|    being_overtaken/goal         | 0.65        |
|    being_overtaken/intervention | 0           |
|    collision_boundary           | 0.075       |
|    collision_obstacle           | 0.00833     |
|    collision_rate               | 0.267       |
|    collision_target             | 0.183       |
|    crossing/collision           | 0.85        |
|    crossing/colregs             | -42.5       |
|    crossing/goal                | 0.15        |
|    crossing/intervention        | 0           |
|    episodes                     | 120         |
|    estops_per_episode           | 0           |
|    eval_wall_s                  | 105         |
|    goal_rate                    | 0.733       |
|    head_on/collision            | 0.1         |
|    head_on/colregs              | -22.7       |
|    head_on/goal                 | 0.9         |
|    head_on/intervention         | 0           |
|    intervention_rate            | 0           |
|    mean_colregs_integral        | -30.4       |
|    mean_return                  | -39.8       |
|    no_target/collision          | 0.15        |
|    no_target/colregs            | 0           |
|    no_target/goal               | 0.85        |
|    no_target/intervention       | 0           |
|    null/collision               | 0.05        |
|    null/colregs                 | -2.72       |
|    null/goal                    | 0.95        |
|    null/intervention            | 0           |
|    overtaking/collision         | 0.1         |
|    overtaking/colregs           | -79.7       |
|    overtaking/goal              | 0.9         |
|    overtaking/intervention      | 0           |
|    timeout_rate                 | 0           |
|    timesteps                    | 200000      |
| eval_supervisor_on/             |             |
|    being_overtaken/collision    | 0.35        |
|    being_overtaken/colregs      | -34.8       |
|    being_overtaken/goal         | 0.65        |
|    being_overtaken/intervention | 0           |
|    collision_boundary           | 0.0833      |
|    collision_obstacle           | 0.00833     |
|    collision_rate               | 0.267       |
|    collision_target             | 0.175       |
|    crossing/collision           | 0.85        |
|    crossing/colregs             | -42.5       |
|    crossing/goal                | 0.15        |
|    crossing/intervention        | 0           |
|    episodes                     | 120         |
|    estops_per_episode           | 0.00833     |
|    eval_wall_s                  | 93.1        |
|    goal_rate                    | 0.733       |
|    head_on/collision            | 0.1         |
|    head_on/colregs              | -22.7       |
|    head_on/goal                 | 0.9         |
|    head_on/intervention         | 0           |
|    intervention_rate            | 0.00833     |
|    mean_colregs_integral        | -29.8       |
|    mean_return                  | -38         |
|    no_target/collision          | 0.15        |
|    no_target/colregs            | 0           |
|    no_target/goal               | 0.85        |
|    no_target/intervention       | 0           |
|    null/collision               | 0.05        |
|    null/colregs                 | -2.72       |
|    null/goal                    | 0.95        |
|    null/intervention            | 0           |
|    overtaking/collision         | 0.1         |
|    overtaking/colregs           | -76.2       |
|    overtaking/goal              | 0.9         |
|    overtaking/intervention      | 0.05        |
|    timeout_rate                 | 0           |
|    timesteps                    | 200000      |
| rollout/                        |             |
|    ep_len_mean                  | 60.2        |
|    ep_rew_mean                  | 57.6        |
| time/                           |             |
|    fps                          | 151         |
|    iterations                   | 40          |
|    time_elapsed                 | 1349        |
|    total_timesteps              | 204800      |
| train/                          |             |
|    approx_kl                    | 0.015701825 |
|    clip_fraction                | 0.161       |
|    clip_range                   | 0.2         |
|    entropy_loss                 | -2.37       |
|    explained_variance           | 0.883       |
