Using cpu device
Logging to C:\Users\hntran\OneDrive - University of Tasmania\Documents\PhD\asv-path-replanning\asv-lidar\static_dynamic_obstacles\runs\tensorboard\ppo_formulation_seed0_v6_2
[CURRICULUM] t=0 -> scenario stage 1
---------------------------------
| rollout/           |          |
|    time_elapsed         | 289          |
|    total_timesteps      | 30720        |
| train/                  |              |
|    approx_kl            | 0.0070198737 |
|    clip_fraction        | 0.0805       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.81        |
|    explained_variance   | 0.808        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.29         |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.011       |
|    std                  | 0.981        |
|    value_loss           | 0.562        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.3        |
|    ep_rew_mean          | 47.7        |
| time/                   |             |
|    fps                  | 106         |
|    iterations           | 7           |
|    time_elapsed         | 335         |
|    total_timesteps      | 35840       |
| train/                  |             |
|    approx_kl            | 0.008250386 |
|    clip_fraction        | 0.081       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.8        |
|    explained_variance   | 0.784       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.108       |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.012      |
|    std                  | 0.977       |
|    value_loss           | 0.5         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.7        |
|    ep_rew_mean          | 64.4        |
| time/                   |             |
|    fps                  | 107         |
|    iterations           | 8           |
|    time_elapsed         | 381         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.009233166 |
|    clip_fraction        | 0.0864      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.78       |
|    explained_variance   | 0.849       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.136       |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0111     |
|    std                  | 0.968       |
|    value_loss           | 0.349       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.1        |
|    ep_rew_mean          | 82.5        |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 9           |
|    time_elapsed         | 425         |
|    total_timesteps      | 46080       |
| train/                  |             |
|    approx_kl            | 0.013480912 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.77       |
|    explained_variance   | 0.762       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.184       |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.0138     |
|    std                  | 0.965       |
|    value_loss           | 0.402       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.6        |
|    ep_rew_mean          | 64.9        |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 10          |
|    time_elapsed         | 469         |
|    total_timesteps      | 51200       |
| train/                  |             |
|    approx_kl            | 0.008224216 |
|    clip_fraction        | 0.084       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.75       |
|    explained_variance   | 0.815       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.114       |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00983    |
|    std                  | 0.951       |
|    value_loss           | 0.158       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 59.8       |
|    ep_rew_mean          | 88.9       |
| time/                   |            |
|    fps                  | 109        |
|    iterations           | 11         |
|    time_elapsed         | 514        |
|    total_timesteps      | 56320      |
| train/                  |            |
|    approx_kl            | 0.00893283 |
|    clip_fraction        | 0.104      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.73      |
|    explained_variance   | 0.762      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.129      |
|    n_updates            | 100        |
|    policy_gradient_loss | -0.0112    |
|    std                  | 0.948      |
|    value_loss           | 0.442      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.5        |
|    ep_rew_mean          | 84.3        |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 12          |
|    time_elapsed         | 558         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.007796275 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.73       |
|    explained_variance   | 0.815       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0514      |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0113     |
|    std                  | 0.941       |
|    value_loss           | 0.181       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.6        |
|    ep_rew_mean          | 93.1        |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 13          |
|    time_elapsed         | 602         |
|    total_timesteps      | 66560       |
| train/                  |             |
|    approx_kl            | 0.006034203 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.72       |
|    explained_variance   | 0.703       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0425      |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00931    |
|    std                  | 0.943       |
|    value_loss           | 0.221       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 60.4         |
|    ep_rew_mean          | 106          |
| time/                   |              |
|    fps                  | 110          |
|    iterations           | 14           |
|    time_elapsed         | 647          |
|    total_timesteps      | 71680        |
| train/                  |              |
|    approx_kl            | 0.0112933945 |
|    clip_fraction        | 0.129        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.7         |
|    explained_variance   | 0.89         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0236      |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.0154      |
|    std                  | 0.928        |
|    value_loss           | 0.0379       |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 59.7       |
|    ep_rew_mean          | 101        |
| time/                   |            |
|    fps                  | 110        |
|    iterations           | 15         |
|    time_elapsed         | 693        |
|    total_timesteps      | 76800      |
| train/                  |            |
|    approx_kl            | 0.01197154 |
|    clip_fraction        | 0.135      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.67      |
|    explained_variance   | 0.971      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0189    |
|    n_updates            | 140        |
|    policy_gradient_loss | -0.0178    |
|    std                  | 0.914      |
|    value_loss           | 0.0246     |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 60.1         |
|    ep_rew_mean          | 95           |
| time/                   |              |
|    fps                  | 109          |
|    iterations           | 16           |
|    time_elapsed         | 745          |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0075674513 |
|    clip_fraction        | 0.11         |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.875        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0223       |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.0121      |
|    std                  | 0.913        |
|    value_loss           | 0.0801       |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 61.2       |
|    ep_rew_mean          | 109        |
| time/                   |            |
|    fps                  | 110        |
|    iterations           | 17         |
|    time_elapsed         | 789        |
|    total_timesteps      | 87040      |
| train/                  |            |
|    approx_kl            | 0.00885504 |
|    clip_fraction        | 0.105      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.65      |
|    explained_variance   | 0.841      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0151     |
|    n_updates            | 160        |
|    policy_gradient_loss | -0.0139    |
|    std                  | 0.908      |
|    value_loss           | 0.148      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.5        |
|    ep_rew_mean          | 108         |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 18          |
|    time_elapsed         | 835         |
|    total_timesteps      | 92160       |
| train/                  |             |
|    approx_kl            | 0.011795783 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0112     |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.0159     |
|    std                  | 0.903       |
|    value_loss           | 0.0291      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.4        |
|    ep_rew_mean          | 105         |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 19          |
|    time_elapsed         | 884         |
|    total_timesteps      | 97280       |
| train/                  |             |
|    approx_kl            | 0.012449295 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.63       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0179     |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0186     |
|    std                  | 0.898       |
|    value_loss           | 0.0228      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.6        |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 20          |
|    time_elapsed         | 931         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.013253966 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0159     |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.0173     |
|    std                  | 0.893       |
|    value_loss           | 0.0212      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60          |
|    ep_rew_mean          | 113         |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 21          |
|    time_elapsed         | 977         |
|    total_timesteps      | 107520      |
| train/                  |             |
|    approx_kl            | 0.012823421 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00923    |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0133     |
|    std                  | 0.887       |
|    value_loss           | 0.0212      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.1        |
|    ep_rew_mean          | 113         |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 22          |
|    time_elapsed         | 1021        |
|    total_timesteps      | 112640      |
| train/                  |             |
|    approx_kl            | 0.014794312 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.59       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0156     |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0198     |
|    std                  | 0.877       |
|    value_loss           | 0.021       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.6        |
|    ep_rew_mean          | 117         |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 23          |
|    time_elapsed         | 1066        |
|    total_timesteps      | 117760      |
| train/                  |             |
|    approx_kl            | 0.008732264 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0197     |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0135     |
|    std                  | 0.873       |
|    value_loss           | 0.0193      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.5        |
|    ep_rew_mean          | 115         |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 24          |
|    time_elapsed         | 1110        |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.013663812 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.55       |
|    explained_variance   | 0.98        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00918    |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0158     |
|    std                  | 0.863       |
|    value_loss           | 0.0234      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.3        |
|    ep_rew_mean          | 112         |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 25          |
|    time_elapsed         | 1155        |
|    total_timesteps      | 128000      |
| train/                  |             |
|    approx_kl            | 0.011701866 |
|    clip_fraction        | 0.169       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.54       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0121     |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.016      |
|    std                  | 0.857       |
|    value_loss           | 0.0191      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.1        |
|    ep_rew_mean          | 110         |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 26          |
|    time_elapsed         | 1200        |
|    total_timesteps      | 133120      |
| train/                  |             |
|    approx_kl            | 0.011323505 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.52       |
|    explained_variance   | 0.914       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00837    |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.012      |
|    std                  | 0.849       |
|    value_loss           | 0.0875      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.9        |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 27          |
|    time_elapsed         | 1246        |
|    total_timesteps      | 138240      |
| train/                  |             |
|    approx_kl            | 0.013599662 |
|    clip_fraction        | 0.129       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.51       |
|    explained_variance   | 0.968       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00778    |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.0187     |
|    std                  | 0.846       |
|    value_loss           | 0.0262      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.7        |
|    ep_rew_mean          | 116         |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 28          |
|    time_elapsed         | 1288        |
|    total_timesteps      | 143360      |
| train/                  |             |
|    approx_kl            | 0.018420655 |
|    clip_fraction        | 0.161       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.5        |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0247     |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.0167     |
|    std                  | 0.841       |
|    value_loss           | 0.0219      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.2        |
|    ep_rew_mean          | 122         |
| time/                   |             |
|    fps                  | 111         |
|    iterations           | 29          |
|    time_elapsed         | 1333        |
|    total_timesteps      | 148480      |
| train/                  |             |
|    approx_kl            | 0.015202862 |
|    clip_fraction        | 0.161       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.48       |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00995    |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.0188     |
|    std                  | 0.835       |
|    value_loss           | 0.0212      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.2        |
|    ep_rew_mean          | 118         |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 30          |
|    time_elapsed         | 1385        |
|    total_timesteps      | 153600      |
| train/                  |             |
|    approx_kl            | 0.015598473 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.47       |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0117     |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.0137     |
|    std                  | 0.829       |
|    value_loss           | 0.0178      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.8        |
|    ep_rew_mean          | 116         |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 31          |
|    time_elapsed         | 1433        |
|    total_timesteps      | 158720      |
| train/                  |             |
|    approx_kl            | 0.017897392 |
|    clip_fraction        | 0.166       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.45       |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0195     |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0157     |
|    std                  | 0.822       |
|    value_loss           | 0.0195      |
-----------------------------------------
[CURRICULUM] t=160,000 -> scenario stage 2
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.5        |
|    ep_rew_mean          | 69.2        |
| time/                   |             |
|    fps                  | 110         |
|    iterations           | 32          |
|    time_elapsed         | 1489        |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.013023091 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.43       |
|    explained_variance   | 0.987       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0212     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0177     |
|    std                  | 0.813       |
|    value_loss           | 0.0187      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.4        |
|    ep_rew_mean          | 15.1        |
| time/                   |             |
|    fps                  | 109         |
|    iterations           | 33          |
|    time_elapsed         | 1546        |
|    total_timesteps      | 168960      |
| train/                  |             |
|    approx_kl            | 0.018168908 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.43       |
|    explained_variance   | 0.688       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.122       |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.0162     |
|    std                  | 0.815       |
|    value_loss           | 0.706       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.5        |
|    ep_rew_mean          | -2.48       |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 34          |
|    time_elapsed         | 1598        |
|    total_timesteps      | 174080      |
| train/                  |             |
|    approx_kl            | 0.020480476 |
|    clip_fraction        | 0.176       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.43       |
|    explained_variance   | 0.749       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.248       |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0156     |
|    std                  | 0.816       |
|    value_loss           | 0.989       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.4        |
|    ep_rew_mean          | -20.5       |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 35          |
|    time_elapsed         | 1649        |
|    total_timesteps      | 179200      |
| train/                  |             |
|    approx_kl            | 0.011916107 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.43       |
|    explained_variance   | 0.842       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.204       |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.0135     |
|    std                  | 0.813       |
|    value_loss           | 0.763       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58          |
|    ep_rew_mean          | 9.78        |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 36          |
|    time_elapsed         | 1698        |
|    total_timesteps      | 184320      |
| train/                  |             |
|    approx_kl            | 0.011190175 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.42       |
|    explained_variance   | 0.839       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.403       |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.0138     |
|    std                  | 0.812       |
|    value_loss           | 0.937       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.7        |
|    ep_rew_mean          | 25.7        |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 37          |
|    time_elapsed         | 1748        |
|    total_timesteps      | 189440      |
| train/                  |             |
|    approx_kl            | 0.013119267 |
|    clip_fraction        | 0.148       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.42       |
|    explained_variance   | 0.85        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.216       |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.0132     |
|    std                  | 0.812       |
|    value_loss           | 0.579       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58          |
|    ep_rew_mean          | 5.26        |
| time/                   |             |
|    fps                  | 108         |
|    iterations           | 38          |
|    time_elapsed         | 1797        |
|    total_timesteps      | 194560      |
| train/                  |             |
|    approx_kl            | 0.015358376 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.42       |
|    explained_variance   | 0.837       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.254       |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.0157     |
|    std                  | 0.81        |
|    value_loss           | 0.575       |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 59.8      |
|    ep_rew_mean          | 2.36      |
| time/                   |           |
|    fps                  | 108       |
|    iterations           | 39        |
|    time_elapsed         | 1848      |
|    total_timesteps      | 199680    |
| train/                  |           |
|    approx_kl            | 0.0159668 |
|    clip_fraction        | 0.144     |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.41     |
|    explained_variance   | 0.832     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.268     |
|    n_updates            | 380       |
|    policy_gradient_loss | -0.0163   |
|    std                  | 0.807     |
|    value_loss           | 0.804     |
---------------------------------------
[EVAL] t=200,000 supervisor off goal 0.70 collision 0.30 timeout 0.00 return -64.7 colregs -24.3 intervention 0.00 (177.4 s)
[EVAL] t=200,000 supervisor on goal 0.71 collision 0.29 timeout 0.00 return -70.2 colregs -23.9 intervention 0.04 (171.3 s)
-------------------------------------------------
| eval_supervisor_off/            |             |
|    being_overtaken/collision    | 0.4         |
|    being_overtaken/colregs      | -26.1       |
|    being_overtaken/goal         | 0.6         |
|    being_overtaken/intervention | 0           |
|    collision_boundary           | 0.075       |
|    collision_obstacle           | 0.0167      |
|    collision_rate               | 0.3         |
|    collision_target             | 0.208       |
|    crossing/collision           | 0.95        |
|    crossing/colregs             | -31.1       |
|    crossing/goal                | 0.05        |
|    crossing/intervention        | 0           |
|    episodes                     | 120         |
|    estops_per_episode           | 0           |
|    eval_wall_s                  | 177         |
|    goal_rate                    | 0.7         |
|    head_on/collision            | 0.2         |
|    head_on/colregs              | -47         |
|    head_on/goal                 | 0.8         |
|    head_on/intervention         | 0           |
|    intervention_rate            | 0           |
|    mean_colregs_integral        | -24.3       |
|    mean_return                  | -64.7       |
|    no_target/collision          | 0.05        |
|    no_target/colregs            | 0           |
|    no_target/goal               | 0.95        |
|    no_target/intervention       | 0           |
|    null/collision               | 0.2         |
|    null/colregs                 | -0.716      |
|    null/goal                    | 0.8         |
|    null/intervention            | 0           |
|    overtaking/collision         | 0           |
|    overtaking/colregs           | -40.7       |
|    overtaking/goal              | 1           |
|    overtaking/intervention      | 0           |
|    timeout_rate                 | 0           |
|    timesteps                    | 200000      |
| eval_supervisor_on/             |             |
|    being_overtaken/collision    | 0.4         |
|    being_overtaken/colregs      | -26.1       |
|    being_overtaken/goal         | 0.6         |
|    being_overtaken/intervention | 0           |
|    collision_boundary           | 0.0917      |
|    collision_obstacle           | 0.0167      |
|    collision_rate               | 0.292       |
|    collision_target             | 0.183       |
|    crossing/collision           | 0.85        |
|    crossing/colregs             | -28.9       |
|    crossing/goal                | 0.15        |
|    crossing/intervention        | 0.15        |
|    episodes                     | 120         |
|    estops_per_episode           | 0.075       |
|    eval_wall_s                  | 171         |
|    goal_rate                    | 0.708       |
|    head_on/collision            | 0.2         |
|    head_on/colregs              | -46.8       |
|    head_on/goal                 | 0.8         |
|    head_on/intervention         | 0.05        |
|    intervention_rate            | 0.0417      |
|    mean_colregs_integral        | -23.9       |
|    mean_return                  | -70.2       |
|    no_target/collision          | 0.05        |
|    no_target/colregs            | 0           |
|    no_target/goal               | 0.95        |
|    no_target/intervention       | 0           |
|    null/collision               | 0.2         |
|    null/colregs                 | -0.716      |
|    null/goal                    | 0.8         |
|    null/intervention            | 0           |
|    overtaking/collision         | 0.05        |
|    overtaking/colregs           | -40.8       |
|    overtaking/goal              | 0.95        |
|    overtaking/intervention      | 0.05        |
|    timeout_rate                 | 0           |
|    timesteps                    | 200000      |
| rollout/                        |             |
|    ep_len_mean                  | 58.8        |
|    ep_rew_mean                  | 15.9        |
| time/                           |             |
|    fps                          | 90          |
|    iterations                   | 40          |
|    time_elapsed                 | 2260        |
|    total_timesteps              | 204800      |
| train/                          |             |
|    approx_kl                    | 0.014032421 |
|    clip_fraction                | 0.142       |
|    clip_range                   | 0.2         |
|    entropy_loss                 | -2.41       |
|    explained_variance           | 0.853       |
|    learning_rate                | 0.0003      |
|    loss                         | 0.0965      |
|    n_updates                    | 390         |
